name,port,siz,atm,hyd,pop,gov,law,tl,uwp
System-3738,C,0,0,0,5,9,D,7,C00059D-7
System-3739,C,1,2,0,9,8,8,9,C120988-9
System-3740,D,4,6,6,2,0,0,8,D466200-8
System-3741,B,3,5,5,7,5,8,C,B355758-C
System-3742,C,6,6,7,A,5,2,C,C667A52-C
System-3743,B,5,6,6,6,8,4,8,B566684-8
System-3744,B,4,2,1,6,5,4,8,B421654-8
System-3745,E,5,7,8,7,A,8,1,E5787A8-1
System-3746,A,6,6,5,0,0,3,A,A665003-A
System-3747,C,9,8,A,3,3,1,A,C98A331-A
System-3748,A,6,5,6,3,4,8,A,A656348-A
System-3749,D,1,3,0,6,7,6,7,D130676-7
System-3750,D,5,2,1,2,1,0,7,D521210-7
System-3751,X,9,7,A,4,8,8,1,X97A488-1
System-3752,E,2,0,0,2,0,0,8,E200200-8
System-3753,B,7,9,5,3,6,8,B,B795368-B
System-3754,X,5,8,A,C,F,B,3,X58ACFB-3
System-3755,D,5,4,7,6,A,E,5,D5476AE-5
System-3756,X,7,2,2,5,4,9,4,X722549-4
System-3757,B,6,2,2,6,8,8,6,B622688-6
System-3758,X,5,2,0,4,8,9,0,X520489-0
System-3759,C,7,6,6,1,2,2,7,C766122-7
System-3760,E,5,5,4,9,B,E,3,E5549BE-3
System-3761,B,3,6,3,4,2,0,9,B363420-9
System-3762,C,6,4,7,6,A,E,5,C6476AE-5
System-3763,E,5,4,5,7,8,6,1,E545786-1
System-3764,B,2,4,6,2,5,7,A,B246257-A
System-3765,D,9,A,3,2,1,0,7,D9A3210-7
System-3766,C,2,1,0,5,4,5,7,C210545-7
System-3767,E,3,5,8,6,A,E,5,E3586AE-5
System-3768,D,4,6,7,6,5,5,7,D467655-7
System-3769,D,4,1,0,6,5,8,6,D410658-6
System-3770,D,6,7,4,2,1,4,7,D674214-7
System-3771,C,5,6,4,4,1,3,9,C564413-9
System-3772,B,6,1,0,8,8,6,B,B610886-B
System-3773,C,7,9,A,4,5,6,7,C79A456-7
System-3774,E,5,4,8,2,6,6,4,E548266-4
System-3775,X,5,7,9,8,A,8,0,X5798A8-0
System-3776,C,5,5,6,2,4,5,7,C556245-7
System-3777,C,6,2,2,7,6,A,4,C62276A-4
System-3778,E,5,5,2,4,3,5,4,E552435-4
System-3779,E,F,D,5,2,2,3,3,EFD5223-3
System-3780,C,4,2,3,5,4,0,6,C423540-6
System-3781,D,5,4,0,7,7,B,4,D54077B-4
System-3782,D,7,4,0,5,7,2,6,D740572-6
System-3783,C,5,7,5,5,1,3,5,C575513-5
System-3784,X,5,3,5,4,1,6,0,X535416-0
System-3785,D,7,5,7,1,5,4,3,D757154-3
System-3786,C,3,2,0,6,9,7,A,C320697-A
System-3787,X,8,7,4,3,0,0,0,X874300-0
System-3788,E,5,5,4,4,8,6,7,E554486-7
System-3789,C,5,3,0,9,7,9,9,C530979-9
System-3790,B,7,B,7,8,6,2,6,B7B7862-6
System-3791,C,5,3,0,2,0,0,9,C530200-9
System-3792,C,8,5,5,9,4,6,5,C855946-5
System-3793,D,7,6,8,4,5,5,4,D768455-4
System-3794,E,3,3,3,6,9,8,3,E333698-3
System-3795,D,6,9,A,9,8,8,6,D69A988-6
System-3796,E,9,C,6,7,9,E,3,E9C679E-3
System-3797,E,6,6,9,6,4,3,4,E669643-4
System-3798,D,3,1,0,4,3,7,5,D310437-5
System-3799,X,7,8,8,4,7,7,2,X788477-2
System-3800,E,8,7,A,4,0,0,A,E87A400-A
System-3801,E,5,8,8,8,8,5,1,E588885-1
System-3802,E,6,2,3,2,2,3,3,E623223-3
System-3803,B,4,2,0,9,8,7,B,B420987-B
System-3804,E,2,0,0,3,4,7,7,E200347-7
System-3805,E,2,5,4,6,2,6,6,E254626-6
System-3806,X,7,6,A,7,A,C,3,X76A7AC-3
System-3807,A,5,4,3,7,6,4,B,A543764-B
System-3808,D,6,9,A,6,7,8,6,D69A678-6
System-3809,C,3,0,0,7,7,5,8,C300775-8
System-3810,E,3,6,6,7,6,4,5,E366764-5
System-3811,C,5,6,4,9,B,C,A,C5649BC-A
System-3812,C,5,6,5,7,7,8,8,C565778-8
System-3813,C,8,5,4,5,8,9,9,C854589-9
System-3814,C,9,8,A,2,2,4,7,C98A224-7
System-3815,C,E,C,4,6,8,9,9,CEC4689-9
System-3816,D,4,4,6,5,5,2,6,D446552-6
System-3817,C,6,6,4,4,4,2,4,C664442-4
System-3818,C,7,4,1,0,4,2,8,C741042-8
System-3819,D,5,3,5,0,0,0,7,D535000-7
System-3820,C,2,2,0,9,D,8,5,C2209D8-5
System-3821,X,5,5,5,4,9,7,0,X555497-0
System-3822,X,9,9,6,1,0,0,3,X996100-3
System-3823,C,4,4,2,7,4,3,6,C442743-6
System-3824,C,4,4,8,4,5,7,B,C448457-B
System-3825,X,6,3,0,5,0,1,4,X630501-4
System-3826,C,9,B,8,1,2,5,9,C9B8125-9
System-3827,B,9,4,2,5,2,4,9,B942524-9
System-3828,X,5,6,2,6,7,A,1,X56267A-1
System-3829,D,9,7,7,6,4,5,2,D977645-2
System-3830,B,4,6,3,5,5,5,C,B463555-C
System-3831,E,8,6,9,6,6,6,7,E869666-7
System-3832,B,5,4,4,7,7,8,8,B544778-8
System-3833,E,3,5,4,5,5,8,5,E354558-5
System-3834,D,5,5,5,5,5,8,3,D555558-3
System-3835,E,6,A,6,7,C,D,3,E6A67CD-3
System-3836,C,1,2,0,4,7,C,B,C12047C-B
System-3837,D,5,5,0,3,5,3,8,D550353-8
System-3838,E,1,1,0,6,5,7,8,E110657-8
System-3839,B,6,3,1,6,6,7,6,B631667-6
System-3840,X,4,7,8,8,9,5,0,X478895-0
System-3841,B,3,2,6,4,1,0,9,B326410-9
System-3842,X,8,3,2,2,5,7,4,X832257-4
System-3843,E,8,A,4,1,1,1,6,E8A4111-6
System-3844,D,1,5,0,8,8,9,5,D150889-5
System-3845,B,6,8,A,6,6,6,B,B68A666-B
System-3846,B,5,7,6,5,4,7,7,B576547-7
System-3847,E,6,3,4,8,C,A,4,E6348CA-4
System-3848,E,7,6,7,5,4,5,6,E767545-6
System-3849,X,0,0,0,3,1,3,4,X000313-4
System-3850,C,9,5,1,1,0,0,A,C951100-A
System-3851,D,3,0,0,8,9,A,7,D30089A-7
System-3852,E,8,7,A,3,1,1,7,E87A311-7
System-3853,E,9,7,A,8,5,8,6,E97A858-6
System-3854,E,6,8,6,7,5,6,6,E686756-6
System-3855,C,5,6,8,2,1,3,5,C568213-5
System-3856,E,3,2,0,8,7,8,7,E320878-7
System-3857,B,0,0,0,5,9,B,A,B00059B-A
System-3858,E,4,0,0,9,9,A,7,E40099A-7
System-3859,X,3,4,6,4,5,7,1,X346457-1
System-3860,D,5,1,0,5,9,E,7,D51059E-7
System-3861,D,B,D,7,7,6,3,3,DBD7763-3
System-3862,X,5,7,5,5,5,2,0,X575552-0
System-3863,D,5,5,A,1,2,0,4,D55A120-4
System-3864,B,6,8,7,9,D,B,6,B6879DB-6
System-3865,X,2,1,0,6,5,3,2,X210653-2
System-3866,E,5,1,0,4,5,0,6,E510450-6
System-3867,A,4,5,3,7,8,7,C,A453787-C
System-3868,E,5,6,4,9,4,4,4,E564944-4
System-3869,E,5,7,A,4,7,8,6,E57A478-6
System-3870,A,7,2,1,4,9,4,A,A721494-A
System-3871,X,8,D,A,9,9,8,5,X8DA998-5
System-3872,B,6,4,5,2,2,2,7,B645222-7
System-3873,E,4,2,0,5,2,7,5,E420527-5
System-3874,E,8,A,2,9,9,9,9,E8A2999-9
System-3875,E,8,A,9,6,8,9,4,E8A9689-4
System-3876,D,3,4,5,9,E,E,7,D3459EE-7
System-3877,E,8,B,6,3,2,4,5,E8B6324-5
System-3878,C,3,3,3,4,1,0,9,C333410-9
System-3879,C,A,A,3,6,6,8,5,CAA3668-5
System-3880,X,5,5,1,9,B,G,2,X5519BG-2
System-3881,B,7,7,6,6,5,0,9,B776650-9
System-3882,E,5,2,0,5,6,5,6,E520565-6
System-3883,D,A,7,8,5,6,7,5,DA78567-5
System-3884,B,6,2,0,6,5,1,8,B620651-8
System-3885,E,7,3,5,8,A,D,5,E7358AD-5
System-3886,X,5,4,8,9,C,D,1,X5489CD-1
System-3887,D,6,7,6,6,6,7,1,D676667-1
System-3888,D,8,9,8,4,7,5,4,D898475-4
System-3889,C,6,9,9,6,7,A,9,C69967A-9
System-3890,E,8,4,7,5,7,6,2,E847576-2
System-3891,C,2,5,8,3,3,7,9,C258337-9
System-3892,C,5,8,6,9,B,8,A,C5869B8-A
System-3893,E,1,4,0,4,2,0,9,E140420-9
System-3894,D,8,A,5,7,A,F,4,D8A57AF-4
System-3895,B,0,0,0,2,0,1,C,B000201-C
System-3896,E,6,8,A,0,0,2,4,E68A002-4
System-3897,E,7,9,5,6,2,6,5,E795626-5
System-3898,E,5,1,0,5,4,5,7,E510545-7
System-3899,C,1,2,0,0,3,0,7,C120030-7
System-3900,C,5,3,3,5,6,4,8,C533564-8
System-3901,B,4,5,4,3,2,1,9,B454321-9
System-3902,X,4,9,7,6,8,A,1,X49768A-1
System-3903,C,2,1,0,7,8,B,9,C21078B-9
System-3904,C,6,B,A,6,4,4,A,C6BA644-A
System-3905,B,3,6,3,2,3,7,9,B363237-9
System-3906,B,6,5,4,1,0,1,9,B654101-9
System-3907,D,8,B,4,3,6,4,3,D8B4364-3
System-3908,X,4,0,0,7,8,A,0,X40078A-0
System-3909,X,6,A,7,6,2,3,1,X6A7623-1
System-3910,X,7,9,A,7,7,8,2,X79A778-2
System-3911,A,4,5,5,9,7,7,D,A455977-D
System-3912,C,8,8,9,7,A,F,5,C8897AF-5
System-3913,B,4,5,5,6,7,A,6,B45567A-6
System-3914,X,4,2,6,4,6,9,5,X426469-5
System-3915,E,5,5,7,7,A,A,3,E5577AA-3
System-3916,D,5,6,5,5,4,3,2,D565543-2
System-3917,C,2,3,1,1,1,0,7,C231110-7
System-3918,X,3,3,2,3,2,1,2,X332321-2
System-3919,B,1,0,0,5,8,C,E,B10058C-E
System-3920,E,7,7,8,2,0,0,3,E778200-3
System-3921,C,9,B,A,7,9,6,6,C9BA796-6
System-3922,D,2,6,7,9,A,8,9,D2679A8-9
System-3923,C,2,1,0,8,B,9,6,C2108B9-6
System-3924,E,5,7,7,4,8,B,7,E57748B-7
System-3925,X,2,3,3,7,7,5,2,X233775-2
System-3926,C,6,8,A,3,1,4,8,C68A314-8
System-3927,E,8,4,7,2,0,4,6,E847204-6
System-3928,E,5,2,0,9,A,9,4,E5209A9-4
System-3929,E,2,3,7,7,8,9,4,E237789-4
System-3930,C,2,2,3,8,A,A,7,C2238AA-7
System-3931,X,4,7,8,3,0,0,0,X478300-0
System-3932,D,7,6,4,4,3,5,4,D764435-4
System-3933,C,7,4,6,7,8,8,5,C746788-5
System-3934,E,7,7,5,4,2,4,4,E775424-4
System-3935,B,5,4,8,1,2,1,7,B548121-7
System-3936,D,6,5,4,7,A,8,2,D6547A8-2
System-3937,E,3,0,0,5,3,5,8,E300535-8
System-3938,C,6,8,A,8,4,2,6,C68A842-6
System-3939,D,9,6,2,5,3,3,2,D962533-2
System-3940,D,0,0,0,6,7,6,4,D000676-4
System-3941,B,6,8,5,4,3,7,7,B685437-7
System-3942,B,6,6,4,3,2,2,A,B664322-A
System-3943,X,7,7,A,2,6,6,0,X77A266-0
System-3944,B,5,0,0,9,9,A,A,B50099A-A
System-3945,D,8,8,9,5,3,4,7,D889534-7
System-3946,D,6,6,2,A,B,C,A,D662ABC-A
System-3947,C,5,2,0,6,5,9,6,C520659-6
System-3948,E,0,0,0,6,6,6,5,E000666-5
System-3949,B,3,7,6,4,3,3,C,B376433-C
System-3950,X,3,1,0,3,4,5,1,X310345-1
System-3951,B,2,4,6,5,6,A,A,B24656A-A
System-3952,B,2,2,6,8,7,A,9,B22687A-9
System-3953,C,2,5,8,1,5,7,A,C258157-A
System-3954,X,5,1,2,5,3,6,3,X512536-3
System-3955,D,7,7,6,6,3,4,3,D776634-3
System-3956,C,6,8,9,7,8,7,6,C689787-6
System-3957,C,5,1,0,2,7,7,8,C510277-8
System-3958,C,2,3,0,1,0,5,B,C230105-B
System-3959,B,8,8,6,5,6,6,9,B886566-9
System-3960,E,1,1,0,2,6,6,6,E110266-6
System-3961,X,4,0,0,1,6,6,4,X400166-4
System-3962,X,7,6,9,0,0,0,2,X769000-2
System-3963,D,6,9,9,8,6,5,7,D699865-7
System-3964,C,6,6,6,5,7,4,8,C666574-8
System-3965,C,7,6,8,0,5,0,4,C768050-4
System-3966,C,8,5,8,2,1,1,9,C858211-9
System-3967,D,3,3,7,7,9,A,3,D33779A-3
System-3968,A,6,4,9,3,2,6,B,A649326-B
System-3969,D,3,2,0,2,4,6,6,D320246-6
System-3970,D,7,4,7,6,5,4,3,D747654-3
System-3971,X,7,6,8,8,7,8,0,X768878-0
System-3972,C,1,0,0,6,A,6,B,C1006A6-B
System-3973,B,8,A,6,4,0,0,C,B8A6400-C
System-3974,B,7,A,4,5,3,5,A,B7A4535-A
System-3975,C,6,4,5,4,0,2,A,C645402-A
System-3976,E,3,2,3,5,2,5,7,E323525-7
System-3977,A,7,9,A,5,2,3,B,A79A523-B
System-3978,C,4,1,0,6,6,4,7,C410664-7
System-3979,B,6,8,A,3,2,2,C,B68A322-C
System-3980,E,7,8,A,4,5,3,A,E78A453-A
System-3981,E,5,6,4,6,5,2,5,E564652-5
System-3982,X,4,6,2,2,2,4,1,X462224-1
System-3983,C,4,8,3,6,5,4,A,C483654-A
System-3984,B,1,3,0,3,2,0,B,B130320-B
System-3985,B,8,7,8,8,9,C,5,B87889C-5
System-3986,C,4,9,A,9,5,8,D,C49A958-D
System-3987,C,8,A,7,6,1,0,9,C8A7610-9
System-3988,B,5,4,4,7,A,C,6,B5447AC-6
System-3989,C,6,A,9,5,2,3,8,C6A9523-8
System-3990,C,1,2,0,2,0,2,D,C120202-D
System-3991,E,3,3,5,5,8,A,8,E33558A-8
System-3992,C,9,6,4,0,0,0,4,C964000-4
System-3993,C,2,1,0,8,8,6,A,C210886-A
System-3994,C,0,0,0,5,5,A,B,C00055A-B
System-3995,E,5,4,2,5,6,5,4,E542565-4
System-3996,C,5,0,0,5,0,0,6,C500500-6
System-3997,C,C,B,7,4,1,0,7,CCB7410-7
System-3998,B,0,0,0,6,B,A,9,B0006BA-9
System-3999,E,9,9,6,5,6,4,2,E996564-2
System-4000,C,2,0,0,6,6,3,6,C200663-6
System-4001,A,6,3,4,5,5,6,F,A634556-F
System-4002,D,F,F,A,8,7,5,6,DFFA875-6
System-4003,D,7,3,5,3,3,0,3,D735330-3
System-4004,A,8,9,8,9,7,A,B,A89897A-B
System-4005,D,2,2,2,9,B,B,8,D2229BB-8
System-4006,A,6,2,0,4,8,9,D,A620489-D
System-4007,D,4,2,3,3,7,9,5,D423379-5
System-4008,C,6,A,7,1,0,4,B,C6A7104-B
System-4009,B,5,6,3,3,5,6,9,B563356-9
System-4010,D,2,5,5,5,7,3,6,D255573-6
System-4011,B,2,3,8,8,6,7,9,B238867-9
System-4012,D,8,B,4,8,C,C,4,D8B48CC-4
System-4013,E,1,0,0,1,0,0,6,E100100-6
System-4014,B,3,1,0,1,0,1,E,B310101-E
System-4015,C,6,7,3,3,0,0,A,C673300-A
System-4016,A,0,0,0,3,3,7,F,A000337-F
System-4017,C,5,8,9,7,4,7,8,C589747-8
System-4018,C,5,3,0,7,9,7,6,C530797-6
System-4019,C,C,8,A,6,7,6,A,CC8A676-A
System-4020,E,3,4,7,2,0,0,5,E347200-5
System-4021,D,4,6,3,6,5,5,7,D463655-7
System-4022,C,4,3,7,4,4,1,6,C437441-6
System-4023,E,2,5,5,2,0,0,4,E255200-4
System-4024,X,8,7,8,2,0,0,0,X878200-0
System-4025,X,5,4,4,3,5,5,3,X544355-3
System-4026,D,7,6,9,2,2,3,3,D769223-3
System-4027,E,3,4,3,8,7,9,7,E343879-7
System-4028,D,7,7,A,3,1,1,9,D77A311-9
System-4029,X,3,0,0,0,0,0,4,X300000-4
System-4030,C,2,2,2,6,5,4,7,C222654-7
System-4031,E,2,2,2,3,6,A,8,E22236A-8
System-4032,B,2,1,0,6,5,4,8,B210654-8
System-4033,E,8,A,5,6,4,3,4,E8A5643-4
System-4034,C,D,E,A,4,7,5,B,CDEA475-B
System-4035,C,6,7,7,4,3,4,5,C677434-5
System-4036,X,5,7,9,6,A,A,3,X5796AA-3
System-4037,X,3,5,8,8,5,4,1,X358854-1
System-4038,B,3,1,0,6,6,7,B,B310667-B
System-4039,C,8,9,A,0,3,2,6,C89A032-6
System-4040,X,3,0,0,0,3,5,2,X300035-2
System-4041,X,7,7,A,4,3,0,0,X77A430-0
System-4042,B,7,A,7,4,2,6,C,B7A7426-C
System-4043,C,5,7,9,4,5,4,B,C579454-B
System-4044,B,7,8,9,5,7,8,9,B789578-9
System-4045,E,2,0,0,6,4,0,7,E200640-7
System-4046,E,6,1,0,6,7,7,2,E610677-2
System-4047,E,9,B,4,5,6,7,8,E9B4567-8
System-4048,E,3,4,7,3,5,2,8,E347352-8
System-4049,C,0,0,0,4,2,0,C,C000420-C
System-4050,B,3,2,7,5,5,4,B,B327554-B
System-4051,X,4,3,3,6,4,2,0,X433642-0
System-4052,D,6,5,1,5,6,6,7,D651566-7
System-4053,C,1,2,0,2,0,0,C,C120200-C
System-4054,B,4,4,4,6,4,3,9,B444643-9
System-4055,D,8,8,8,7,6,7,5,D888767-5
System-4056,C,5,5,0,7,9,8,5,C550798-5
System-4057,C,7,4,0,0,1,4,4,C740014-4
System-4058,E,6,4,1,8,D,D,2,E6418DD-2
System-4059,A,4,6,9,3,0,0,D,A469300-D
System-4060,E,2,5,2,1,2,1,8,E252121-8
System-4061,E,1,2,0,6,5,8,A,E120658-A
System-4062,B,2,1,0,9,C,E,D,B2109CE-D
System-4063,E,7,5,2,2,1,1,4,E752211-4
System-4064,B,7,A,2,5,3,2,A,B7A2532-A
System-4065,C,B,7,7,5,7,7,6,CB77577-6
System-4066,C,0,0,0,7,A,7,6,C0007A7-6
System-4067,B,6,8,7,0,4,7,6,B687047-6
System-4068,X,3,0,0,9,C,C,6,X3009CC-6
System-4069,B,7,9,9,3,4,7,7,B799347-7
System-4070,E,5,5,6,1,4,8,2,E556148-2
System-4071,X,5,5,6,7,6,6,2,X556766-2
System-4072,B,6,2,2,1,4,4,7,B622144-7
System-4073,E,7,A,6,8,7,C,2,E7A687C-2
System-4074,X,3,4,4,1,1,0,1,X344110-1
System-4075,X,5,5,5,5,6,3,1,X555563-1
System-4076,X,1,2,0,4,6,B,1,X12046B-1
System-4077,X,8,9,6,7,8,8,1,X896788-1
System-4078,C,8,9,A,8,9,A,7,C89A89A-7
System-4079,E,5,6,6,5,4,0,7,E566540-7
System-4080,E,9,B,6,5,7,5,3,E9B6575-3
System-4081,X,5,5,9,8,B,8,1,X5598B8-1
System-4082,B,7,B,4,E,D,D,B,B7B4EDD-B
System-4083,C,4,5,5,3,2,0,8,C455320-8
System-4084,E,9,9,A,1,3,0,4,E99A130-4
System-4085,C,5,6,A,2,5,6,A,C56A256-A
System-4086,D,6,7,5,4,9,A,5,D67549A-5
System-4087,C,5,1,0,7,B,G,5,C5107BG-5
System-4088,X,7,7,A,3,4,6,0,X77A346-0
System-4089,C,6,4,6,7,6,8,7,C646768-7
System-4090,A,2,0,0,7,6,5,E,A200765-E
System-4091,X,2,0,0,4,6,7,4,X200467-4
System-4092,X,1,3,0,4,6,2,3,X130462-3
System-4093,X,4,6,6,7,2,3,0,X466723-0
System-4094,X,7,5,2,4,5,3,2,X752453-2
System-4095,A,3,5,2,9,C,A,E,A3529CA-E
System-4096,B,0,0,0,5,6,8,D,B000568-D
System-4097,X,3,2,2,6,2,0,0,X322620-0
System-4098,A,4,6,5,0,0,2,E,A465002-E
System-4099,B,6,6,5,7,4,2,7,B665742-7
System-4100,X,5,3,3,2,0,0,3,X533200-3
System-4101,X,9,8,6,4,5,7,3,X986457-3
System-4102,C,3,5,4,1,3,2,9,C354132-9
System-4103,E,3,3,6,4,3,5,5,E336435-5
System-4104,E,2,0,0,7,2,5,6,E200725-6
System-4105,D,7,A,9,6,A,A,6,D7A96AA-6
System-4106,X,8,B,5,2,2,2,3,X8B5222-3
System-4107,E,4,1,2,4,6,4,5,E412464-5
System-4108,C,9,E,A,5,3,1,8,C9EA531-8
System-4109,D,5,3,6,5,3,0,6,D536530-6
System-4110,B,5,1,2,1,0,4,9,B512104-9
System-4111,E,5,8,6,4,5,8,8,E586458-8
System-4112,D,6,A,5,6,9,8,3,D6A5698-3
System-4113,B,3,1,0,6,9,B,9,B31069B-9
System-4114,A,7,4,7,5,6,7,8,A747567-8
System-4115,C,5,A,6,6,6,6,6,C5A6666-6
System-4116,E,6,6,7,8,7,4,6,E667874-6
System-4117,B,D,D,A,5,6,6,D,BDDA566-D
System-4118,E,8,7,5,8,9,C,6,E87589C-6
System-4119,C,3,5,8,4,8,7,5,C358487-5
System-4120,C,4,3,5,4,2,1,A,C435421-A
System-4121,E,5,3,2,2,2,3,7,E532223-7
System-4122,E,4,3,1,1,1,1,8,E431111-8
System-4123,B,5,9,4,8,A,A,8,B5948AA-8
System-4124,D,2,5,A,6,4,6,6,D25A646-6
System-4125,C,6,4,5,5,0,0,5,C645500-5
System-4126,A,8,9,7,6,5,5,C,A897655-C
System-4127,X,5,5,4,4,4,3,3,X554443-3
System-4128,E,5,4,1,2,0,0,6,E541200-6
System-4129,D,5,8,A,7,A,9,6,D58A7A9-6
System-4130,C,9,B,5,6,9,9,9,C9B5699-9
System-4131,D,2,1,0,8,9,8,3,D210898-3
System-4132,A,2,2,1,6,5,6,D,A221656-D
System-4133,B,8,7,6,0,5,7,A,B876057-A
System-4134,C,9,A,6,7,4,6,9,C9A6746-9
System-4135,B,8,B,5,7,3,8,7,B8B5738-7
System-4136,E,5,1,0,6,4,6,4,E510646-4
System-4137,D,4,6,A,8,C,7,9,D46A8C7-9
System-4138,X,5,5,3,4,3,3,3,X553433-3
System-4139,C,0,0,0,2,3,3,7,C000233-7
System-4140,D,3,3,4,5,2,4,8,D334524-8
System-4141,D,3,2,0,9,9,6,8,D320996-8
System-4142,E,5,2,0,6,3,6,4,E520636-4
System-4143,B,5,9,9,5,4,7,7,B599547-7
System-4144,E,4,9,7,2,0,0,6,E497200-6
System-4145,X,4,3,5,1,2,5,3,X435125-3
System-4146,C,6,4,6,4,2,0,7,C646420-7
System-4147,E,7,4,5,5,9,9,4,E745599-4
System-4148,E,3,1,0,4,5,5,A,E310455-A
System-4149,X,3,4,0,4,6,A,0,X34046A-0
System-4150,E,4,6,4,5,7,A,5,E46457A-5
System-4151,X,5,3,2,7,7,6,1,X532776-1
System-4152,C,6,6,5,0,0,0,5,C665000-5
System-4153,A,3,2,2,2,0,1,C,A322201-C
System-4154,X,6,2,4,9,A,C,3,X6249AC-3
System-4155,X,7,B,5,5,0,2,1,X7B5502-1
System-4156,B,3,2,0,5,7,7,C,B320577-C
System-4157,E,7,7,5,5,2,4,5,E775524-5
System-4158,C,9,E,8,5,7,A,8,C9E857A-8
System-4159,E,5,6,3,9,6,4,4,E563964-4
System-4160,E,4,5,5,3,2,6,6,E455326-6
System-4161,B,2,2,1,3,0,0,E,B221300-E
System-4162,C,4,4,3,9,D,H,6,C4439DH-6
System-4163,B,2,1,0,3,1,4,9,B210314-9
System-4164,E,8,7,7,2,0,1,3,E877201-3
System-4165,C,7,8,6,5,4,8,5,C786548-5
System-4166,C,2,6,8,5,5,3,9,C268553-9
System-4167,D,5,6,6,4,7,7,7,D566477-7
System-4168,A,9,B,9,4,4,4,E,A9B9444-E
System-4169,D,4,2,5,6,5,5,9,D425655-9
System-4170,E,7,3,2,1,5,4,6,E732154-6
System-4171,B,5,6,9,6,2,0,6,B569620-6
System-4172,C,C,B,A,8,8,A,7,CCBA88A-7
System-4173,X,1,0,0,4,1,0,3,X100410-3
System-4174,C,1,5,0,2,5,5,B,C150255-B
System-4175,X,3,3,0,6,A,B,3,X3306AB-3
System-4176,C,2,0,0,6,5,4,6,C200654-6
System-4177,X,4,2,1,4,1,0,1,X421410-1
System-4178,E,5,2,1,7,5,6,7,E521756-7
System-4179,D,6,3,2,5,9,8,4,D632598-4
System-4180,C,8,B,9,4,4,4,8,C8B9444-8
System-4181,D,4,7,9,5,6,5,7,D479565-7
System-4182,E,3,6,9,5,6,6,4,E369566-4
System-4183,X,1,0,0,6,2,0,1,X100620-1
System-4184,A,4,6,1,4,7,7,D,A461477-D
System-4185,D,4,8,5,4,7,A,4,D48547A-4
System-4186,C,9,7,2,3,2,7,4,C972327-4
System-4187,C,3,3,4,9,B,8,A,C3349B8-A
System-4188,C,6,6,8,3,2,5,6,C668325-6
System-4189,D,2,2,3,8,A,B,4,D2238AB-4
System-4190,B,2,0,0,2,5,5,C,B200255-C
System-4191,C,6,5,3,3,5,5,A,C653355-A
System-4192,C,9,7,9,8,D,B,7,C9798DB-7
System-4193,B,8,5,2,4,1,0,6,B852410-6
System-4194,D,9,A,8,4,5,8,6,D9A8458-6
System-4195,D,D,F,A,7,6,2,6,DDFA762-6
System-4196,A,2,0,0,8,7,3,A,A200873-A
System-4197,B,3,0,0,6,8,9,C,B300689-C
System-4198,C,6,5,2,6,3,4,7,C652634-7
System-4199,B,5,4,1,3,5,1,C,B541351-C
System-4200,B,6,6,8,6,7,6,5,B668676-5
System-4201,E,6,6,4,7,8,5,4,E664785-4
System-4202,E,7,8,3,2,5,6,6,E783256-6
System-4203,C,8,5,4,4,4,3,6,C854443-6
System-4204,D,4,3,4,9,B,8,9,D4349B8-9
System-4205,X,9,D,4,1,0,0,1,X9D4100-1
System-4206,D,5,0,0,8,3,2,5,D500832-5
System-4207,B,5,4,6,7,5,9,8,B546759-8
System-4208,C,7,8,4,8,B,F,4,C7848BF-4
System-4209,A,6,3,6,0,0,0,B,A636000-B
System-4210,X,3,0,0,7,8,D,4,X30078D-4
System-4211,D,8,B,2,5,8,8,6,D8B2588-6
System-4212,E,5,6,2,2,4,4,4,E562244-4
System-4213,E,3,0,0,1,2,1,4,E300121-4
System-4214,X,4,3,7,4,1,1,5,X437411-5
System-4215,E,5,5,8,5,7,8,4,E558578-4
System-4216,B,8,5,5,7,7,7,8,B855777-8
System-4217,D,5,3,6,5,5,5,8,D536555-8
System-4218,C,3,0,0,4,5,4,C,C300454-C
System-4219,X,6,9,A,5,6,5,0,X69A565-0
System-4220,C,2,3,4,3,0,0,C,C234300-C
System-4221,D,2,0,0,7,8,B,8,D20078B-8
System-4222,X,D,E,A,9,9,9,3,XDEA999-3
System-4223,E,4,5,6,4,7,3,3,E456473-3
System-4224,D,5,5,9,0,3,2,2,D559032-2
System-4225,D,6,5,8,3,6,5,2,D658365-2
System-4226,D,4,5,4,3,3,0,5,D454330-5
System-4227,D,8,8,7,5,8,9,7,D887589-7
System-4228,B,2,0,0,3,2,4,D,B200324-D
System-4229,E,4,4,4,8,B,C,5,E4448BC-5
System-4230,D,1,0,0,9,C,B,B,D1009CB-B
System-4231,D,2,5,1,5,4,3,5,D251543-5
System-4232,C,6,1,0,9,6,5,6,C610965-6
System-4233,X,4,3,2,9,8,9,3,X432989-3
System-4234,E,8,B,7,6,2,3,3,E8B7623-3
System-4235,C,7,A,6,8,9,C,5,C7A689C-5
System-4236,B,4,0,0,1,5,5,E,B400155-E
System-4237,C,A,9,A,1,2,1,8,CA9A121-8
System-4238,X,3,7,5,5,6,8,2,X375568-2
System-4239,E,3,2,0,5,5,6,6,E320556-6
System-4240,E,8,8,A,5,8,5,6,E88A585-6
System-4241,B,6,1,0,6,6,8,6,B610668-6
System-4242,A,5,8,5,1,0,0,A,A585100-A
System-4243,C,6,7,7,2,3,5,6,C677235-6
